SUBJECT(1:35); TRIAL(1:89); SETSIZE(0:1000); SERPOS(0:1000); TRTYPE(0:1000); REP(0:1000); ANSAC(0:2); ANSSE(0:1000); ANSRT(0:32767); RECALLAC(0:2); RECALLRT(0:32767); HAND(0:1000)
9 6 6 4 2 2 1 2 1851 1 6230 1
9 7 6 6 2 1 1 2 1609 1 6153 1
9 8 1 1 1 2 1 1 1526 1 3644 1
9 9 6 5 1 1 1 1 1747 1 4634 1
9 10 2 1 1 2 1 1 1049 1 3155 1
9 11 6 2 2 2 1 2 1498 1 3959 1
9 12 4 3 2 2 1 2 1324 1 5767 1
9 13 1 1 2 1 1 2 1441 1 1546 1
9 14 1 1 2 2 1 2 1492 1 1647 1
9 15 2 2 2 1 1 2 1048 1 2637 1
9 16 5 1 1 1 1 1 835 0 3918 1
9 17 6 1 2 1 1 2 1707 1 4768 1
9 18 6 5 2 1 1 2 3079 0 7944 1
9 19 6 6 1 1 1 1 1614 1 13633 1
9 20 5 2 1 2 1 1 1590 1 5444 1
9 21 3 3 2 1 1 2 1124 1 2973 1
9 22 5 3 1 1 1 1 976 1 3742 1
9 23 5 4 1 2 1 1 2305 1 4688 1
9 24 5 1 2 2 1 2 1269 1 3412 1
9 25 4 1 2 2 1 2 1099 1 3295 1
9 26 3 2 2 1 1 2 2536 1 4011 1
9 27 6 2 1 1 1 1 1749 0 28282 1
9 28 6 4 2 1 1 2 1809 1 3971 1
9 29 4 2 2 2 1 2 998 1 7633 1
9 30 5 5 2 2 1 2 1307 1 4202 1
9 31 4 2 2 1 1 2 889 1 3815 1
9 32 6 1 2 2 1 2 1566 1 4721 1
9 33 5 2 1 1 1 1 1685 1 3650 1
9 34 6 1 1 2 1 1 1619 1 4378 1
9 35 6 3 2 1 1 2 1847 1 4859 1
9 36 6 4 1 1 1 1 2508 1 6683 1
9 37 5 2 2 2 1 2 1216 1 4578 1
9 38 2 1 1 1 1 1 1471 1 1975 1
9 39 5 1 1 2 1 1 1028 1 4194 1
9 40 1 1 1 1 1 1 792 1 1693 1
9 41 3 1 1 1 1 1 919 1 2543 1
9 42 3 3 1 2 1 1 1255 1 4399 1
9 43 5 5 1 2 1 1 1500 1 4756 1
9 44 5 5 2 1 1 2 1459 1 5022 1
9 45 3 2 1 2 1 1 1500 1 3011 1
9 46 6 3 2 2 1 2 1140 1 3417 1
9 47 4 4 1 1 1 1 1355 1 3763 1
9 48 6 3 1 1 1 1 1471 1 4806 1
9 49 5 3 2 2 1 2 1315 0 4128 1
9 50 6 4 1 2 1 1 1047 1 5988 1
9 51 4 3 2 1 1 2 1140 1 3119 1
9 52 4 1 1 1 1 1 1205 1 2831 1
9 53 3 1 2 2 1 2 971 1 2539 1
9 54 5 1 2 1 1 2 1397 1 3095 1
9 55 3 1 1 2 1 1 1493 1 3045 1
9 56 6 2 1 2 1 1 1714 0 6221 1
9 57 4 4 1 2 1 1 1173 1 3299 1
9 58 2 1 2 1 1 2 1236 1 2216 1
9 59 5 2 2 1 1 2 1773 1 5514 1
9 60 3 2 2 2 1 2 926 1 2691 1
9 61 4 4 2 2 1 2 1097 1 5034 1
9 62 6 3 1 2 1 1 2035 0 5400 1
9 63 5 4 2 1 1 2 1021 1 3992 1
9 64 6 5 1 2 1 1 1896 0 9090 1
9 65 4 1 1 2 1 1 1333 1 4658 1
9 66 6 2 2 1 1 2 2415 0 5157 1
9 67 5 3 1 2 1 1 1638 1 6463 1
9 68 6 1 1 1 1 1 1091 1 5660 1
9 69 4 2 1 1 1 1 1519 1 3592 1
9 70 4 3 1 2 1 1 1703 1 4430 1
9 71 5 5 1 1 1 1 1495 0 8159 1
9 72 5 3 2 1 1 2 910 1 5332 1
9 73 4 2 1 2 1 1 1139 1 3215 1
9 74 6 5 2 2 1 2 1387 1 7446 1
9 75 5 4 1 1 1 1 1631 1 4856 1
9 76 3 2 1 1 1 1 1078 1 1890 1
9 77 3 3 2 2 1 2 1220 1 3536 1
9 78 4 3 1 1 1 1 1503 1 3207 1
9 79 4 1 2 1 1 2 1373 1 3197 1
9 80 2 1 2 2 1 2 1237 1 2896 1
9 81 3 3 1 1 1 1 1263 1 2669 1
9 82 4 4 2 1 1 2 1241 1 4287 1
9 83 2 2 1 2 1 1 1193 1 1745 1
9 84 6 6 2 2 1 2 1053 1 4131 1
9 85 6 6 1 2 1 1 1233 1 8194 1
9 86 5 4 2 2 1 2 1777 0 5001 1
9 87 3 1 2 1 1 2 1173 1 3200 1
9 88 2 2 2 2 1 2 997 1 2548 1
28 1 3 2 1 2 1 1 1256 0 5881 1
28 2 1 1 2 1 1 2 1737 1 2026 1
28 3 5 4 1 2 1 1 1257 0 7770 1
28 4 4 3 2 1 1 2 1241 1 3764 1
28 5 5 3 2 2 1 2 1172 1 3958 1
28 6 5 4 2 1 1 2 985 1 4756 1
28 7 6 1 2 1 1 2 1338 0 3484 1
28 8 5 2 1 1 1 1 1041 1 4997 1
28 9 5 1 1 1 1 1 1026 1 3625 1
28 10 3 3 2 2 1 2 1206 1 2184 1
28 11 5 3 2 1 1 2 1004 1 3375 1
28 12 6 2 2 1 1 2 1384 0 5059 1
28 13 4 4 1 1 1 1 1191 1 2955 1
28 14 5 4 1 1 1 1 1450 1 5095 1
28 15 6 5 1 1 1 1 1291 0 8769 1
28 16 2 1 1 1 1 1 1375 1 2365 1
28 17 4 2 2 1 1 2 1686 1 6346 1
28 18 4 4 2 2 1 2 1374 1 3674 1
28 19 4 4 1 2 1 1 1521 1 3305 1
28 20 4 4 2 1 1 2 1288 1 4643 1
28 21 2 2 2 1 1 2 911 1 1667 1
28 22 6 4 1 1 1 1 1094 1 4419 1
28 23 2 1 2 1 1 2 853 1 2784 1
28 24 4 3 2 2 1 2 911 1 3686 1
28 25 3 3 1 2 1 1 1122 1 3443 1
28 26 5 1 1 2 1 1 1304 1 4762 1
28 27 3 2 1 2 1 1 980 1 2287 1
28 28 5 2 2 1 1 2 1395 1 5144 1
28 29 5 2 2 2 1 2 2059 1 5998 1
28 30 4 3 1 1 1 1 1236 1 4111 1
28 31 4 1 1 2 1 1 889 1 2263 1
28 32 5 5 2 1 1 2 1121 1 2742 1
28 33 4 2 2 2 1 2 1241 1 9089 1
28 34 3 3 2 1 1 2 1213 1 2070 1
28 35 6 3 2 2 1 2 1987 1 8671 1
28 36 2 2 1 2 1 1 1029 1 1255 1
28 37 6 6 1 1 1 1 1382 1 3360 1
28 38 4 1 1 1 1 1 1428 1 3294 1
28 39 2 1 2 2 1 2 1051 1 993 1
28 40 6 5 1 2 1 1 1332 0 6437 1
28 41 4 1 2 1 1 2 1055 1 3715 1
28 42 3 1 2 2 1 2 1172 1 2118 1
28 43 6 4 2 2 1 2 1477 0 4449 1
28 44 6 6 1 2 1 1 1422 1 3970 1
28 45 6 4 2 1 1 2 1145 0 6412 1
28 46 6 5 2 2 1 2 1281 1 15082 1
28 47 6 2 1 1 1 1 1809 0 4903 1
28 48 6 4 1 2 1 1 1283 0 7359 1
28 49 4 1 2 2 1 2 1332 1 2367 1
28 50 6 3 2 1 1 2 1095 0 10633 1
28 51 6 1 1 1 1 1 1656 1 3256 1
28 52 6 2 2 2 1 2 1381 1 10520 1
28 53 5 1 2 1 1 2 1067 1 3871 1
28 54 5 4 2 2 1 2 1167 0 5387 1
28 55 6 6 2 1 1 2 963 0 4013 1
28 56 5 3 1 2 1 1 1258 0 8150 1
28 57 6 5 2 1 1 2 1095 1 3685 1
28 58 6 2 1 2 1 1 1139 1 2911 1
28 59 1 1 1 2 1 1 934 1 1316 1
28 60 6 1 1 2 1 1 1426 1 4853 1
28 61 6 1 2 2 1 2 1287 1 2975 1
28 62 3 1 2 1 1 2 829 1 1741 1
28 63 5 5 1 1 1 1 1362 1 4810 1
28 64 6 3 1 1 0 2 2467 0 22521 1
28 65 2 2 2 2 1 2 1378 1 4160 1
28 66 5 4 1 2 1 1 1029 1 3060 1
28 67 5 3 1 1 1 1 1209 1 3419 1
28 68 4 3 1 2 1 1 961 1 3064 1
28 69 3 3 1 1 1 1 1352 1 3020 1
28 70 4 2 1 2 1 1 1184 1 3295 1
28 71 1 1 1 1 1 1 1121 1 1647 1
28 72 5 1 2 2 1 2 1169 0 4002 1
28 73 3 2 1 1 1 1 1165 1 1890 1
28 74 3 1 1 2 1 1 1068 1 2102 1
28 75 2 2 1 1 1 1 1363 1 1463 1
28 76 5 5 1 2 1 1 1026 1 2855 1
28 77 5 5 2 2 1 2 1169 1 3749 1
28 78 2 1 1 2 1 1 914 1 1375 1
28 79 1 1 2 2 1 2 550 1 1223 1
28 80 1 1 2 1 1 2 1634 1 1695 1
28 81 6 3 1 2 1 1 1190 1 3213 1
28 82 3 1 1 1 1 1 1121 1 2841 1
28 83 3 2 2 2 1 2 1308 1 1844 1
28 84 4 2 1 1 1 1 1892 1 2228 1
28 85 3 2 2 1 1 2 1029 1 3295 1
28 86 5 2 1 2 1 1 1551 1 3078 1
28 87 4 3 2 1 1 2 1240 1 2354 1
28 88 6 6 2 2 1 2 1239 1 5499 1
12 1 3 2 1 2 1 1 3288 1 2879 1
12 2 1 1 2 1 1 2 1725 1 4183 1
12 3 5 4 1 2 1 1 3198 1 4244 1
12 4 4 3 2 1 1 2 1983 1 2547 1
12 5 3 2 2 2 1 2 1878 1 2785 1
12 6 4 1 2 1 1 2 1657 1 3064 1
12 7 5 2 1 2 1 1 2864 1 4299 1
12 8 6 4 2 2 1 2 2976 1 5040 1
12 9 4 2 2 1 1 2 1420 1 3963 1
12 10 3 1 2 2 1 2 1927 1 1317 1
12 11 5 3 1 1 1 1 2774 1 4154 1
12 12 1 1 1 2 1 1 1454 1 1781 1
12 13 6 1 2 1 1 2 3080 0 4214 1
12 14 5 3 2 2 1 2 2152 0 3025 1
12 15 6 5 1 2 1 1 4960 0 7224 1
12 16 5 5 2 2 1 2 2536 1 4489 1
12 17 6 3 2 2 1 2 3118 0 14970 1
12 18 4 3 1 1 1 1 2416 1 4479 1
12 19 6 4 1 1 1 1 3157 0 6251 1
12 20 1 1 2 2 1 2 1819 1 1365 1
12 21 4 4 2 1 1 2 1659 1 3279 1
12 22 5 5 1 2 1 1 1069 1 3910 1
12 23 4 2 1 1 1 1 1657 1 2936 1
12 24 4 1 1 1 1 1 1427 1 3577 1
12 25 6 3 1 1 1 1 2229 1 4717 1
12 26 6 1 2 2 1 2 3307 0 5101 1
12 27 5 1 1 2 0 2 3239 0 2402 1
12 28 3 2 1 1 1 1 1550 1 2143 1
12 29 4 1 2 2 1 2 1853 1 3436 1
12 30 6 1 1 2 1 1 1803 1 6603 1
12 31 4 4 1 2 1 1 2747 1 3415 1
12 32 2 1 1 1 1 1 2132 1 2262 1
12 33 6 4 2 1 1 2 4023 1 6516 1
12 34 6 5 1 1 1 1 3976 1 5775 1
12 35 6 6 2 1 1 2 1975 1 6509 1
12 36 5 5 2 1 1 2 2110 1 3073 1
12 37 5 1 2 2 1 2 1832 1 4387 1
12 38 6 6 1 1 1 1 2460 0 5662 1
12 39 6 5 2 2 1 2 2987 1 5642 1
12 40 4 2 1 2 1 1 1893 1 5012 1
12 41 3 3 1 2 1 1 1353 1 2601 1
12 42 5 4 1 1 1 1 1400 1 4005 1
12 43 5 3 2 1 1 2 1589 1 4011 1
12 44 5 2 2 2 1 2 1690 1 3366 1
12 45 5 4 2 1 1 2 1290 1 3686 1
12 46 2 1 2 2 1 2 1943 1 1598 1
12 47 5 2 2 1 1 2 1680 1 4414 1
12 48 2 2 2 1 1 2 4151 1 1553 1
12 49 3 3 2 2 1 2 1356 1 2306 1
12 50 5 4 2 2 1 2 1454 1 5605 1
12 51 6 2 2 2 1 2 5427 1 6134 1
12 52 6 2 1 2 1 1 3166 1 3552 1
12 53 5 1 2 1 1 2 1966 1 3685 1
12 54 2 2 1 2 1 1 1995 1 2098 1
12 55 3 1 2 1 1 2 1585 1 2731 1
12 56 4 3 2 1 1 2 1524 1 4369 1
12 57 3 2 1 2 1 1 1115 1 2515 1
12 58 4 3 1 2 1 1 1431 1 3865 1
12 59 4 4 1 1 1 1 1051 1 4485 1
12 60 1 1 2 1 1 2 1257 1 1595 1
12 61 5 4 1 2 1 1 1215 1 4997 1
12 62 6 3 2 1 1 2 2222 1 5384 1
12 63 6 3 1 2 1 1 3163 1 7173 1
12 64 1 1 1 1 1 1 1132 1 1079 1
12 65 6 1 1 1 1 1 2092 1 5542 1
12 66 3 2 2 1 1 2 1396 1 3542 1
12 67 6 5 2 1 1 2 2471 1 5095 1
12 68 4 3 2 2 1 2 1283 1 4479 1
12 69 6 2 1 1 1 1 1291 1 4297 1
12 70 4 1 1 2 1 1 1564 1 2225 1
12 71 2 1 2 1 1 2 1609 1 1468 1
12 72 2 1 1 2 1 1 1715 1 2215 1
12 73 5 5 1 1 1 1 1647 1 2296 1
12 74 5 3 1 2 0 2 1591 1 3030 1
12 75 3 3 1 1 1 1 1454 1 1556 1
12 76 2 2 1 1 1 1 2276 1 1232 1
12 77 5 2 1 1 1 1 1732 1 3763 1
12 78 6 4 1 2 1 1 1602 1 5710 1
12 79 4 4 2 2 1 2 1619 1 2554 1
12 80 6 2 2 1 1 2 5237 1 3629 1
12 81 6 6 1 2 1 1 2515 0 15446 1
12 82 3 1 1 2 1 1 1263 1 1327 1
12 83 6 6 2 2 1 2 1857 1 4539 1
12 84 3 3 2 1 1 2 1688 1 2127 1
12 85 5 1 1 1 1 1 3054 1 4766 1
12 86 4 2 2 2 1 2 2222 1 1900 1
12 87 3 1 1 1 1 1 1450 1 1425 1
12 88 2 2 2 2 1 2 1379 1 1045 1
34 1 3 2 1 2 1 1 1348 1 1282 1
34 2 1 1 2 1 1 2 1396 1 862 1
34 3 5 4 1 2 1 1 3753 1 2253 1
34 4 4 3 2 1 1 2 1376 1 1848 1
34 5 5 3 1 2 1 1 1643 1 3058 1
34 6 3 3 2 2 1 2 1681 1 4044 1
34 7 6 6 2 2 1 2 1900 1 5594 1
34 8 1 1 2 2 1 2 1163 1 1019 1
34 9 6 3 1 2 1 1 2084 1 4534 1
34 10 6 5 1 1 1 1 5240 0 5323 1
34 11 2 1 1 2 1 1 1100 1 1036 1
34 12 4 2 1 2 1 1 1234 1 1848 1
34 13 3 2 2 2 1 2 1589 1 1872 1
34 14 4 3 1 2 1 1 1569 1 2735 1
34 15 5 4 1 2 1 1 1268 1 2939 1
34 16 2 2 1 1 1 1 996 1 1094 1
34 17 4 1 2 2 1 2 2374 1 2270 1
34 18 5 1 1 1 1 1 2259 1 2978 1
34 19 5 5 2 2 1 2 1838 1 3409 1
34 20 2 2 1 2 1 1 1477 1 1325 1
34 21 3 1 2 2 1 2 1402 1 1730 1
34 22 4 1 1 1 1 1 1380 1 2146 1
34 23 2 2 2 1 1 2 1373 1 929 1
34 24 3 1 2 1 1 2 1256 1 2250 1
34 25 4 4 2 2 1 2 1360 1 2323 1
34 26 5 4 1 1 1 1 1499 1 1989 1
34 27 6 6 1 2 1 1 1208 1 3744 1
34 28 1 1 1 1 1 1 1039 1 576 1
34 29 6 6 2 1 1 2 1669 1 2584 1
34 30 3 3 1 1 1 1 929 1 1839 1
34 31 5 5 2 1 1 2 1646 1 1945 1
34 32 2 2 2 2 1 2 1042 1 1069 1
34 33 5 3 2 2 1 2 1445 1 2797 1
34 34 6 1 1 1 1 1 1574 1 4742 1
34 35 2 1 1 1 1 1 1608 1 1140 1
34 36 4 3 1 1 1 1 1475 1 2319 1
34 37 6 2 2 1 0 1 2519 1 3976 1
34 38 6 5 2 2 1 2 2515 1 5040 1
34 39 5 1 2 2 1 2 2133 1 3251 1
34 40 5 2 2 1 1 2 1445 1 2789 1
34 41 6 4 1 2 1 1 2088 1 4478 1
34 42 6 5 1 2 1 1 1575 1 4376 1
34 43 3 1 1 1 1 1 983 1 2685 1
34 44 5 2 2 2 1 2 2245 1 2557 1
34 45 3 3 2 1 1 2 1403 1 2750 1
34 46 4 2 2 2 1 2 1286 1 2369 1
34 47 4 4 1 1 1 1 1232 1 1989 1
34 48 5 3 1 1 1 1 2021 1 2702 1
34 49 2 1 2 2 1 2 2515 1 1023 1
34 50 3 2 1 1 1 1 2342 1 1654 1
34 51 3 2 1 2 1 1 1499 1 1321 1
34 52 5 2 1 2 1 1 1327 1 2476 1
34 53 6 4 2 2 1 2 4261 1 4547 1
34 54 6 1 1 2 1 1 4024 1 4630 1
34 55 4 2 2 1 1 2 2325 1 2030 1
34 56 5 5 1 1 1 1 1314 1 3495 1
34 57 6 2 1 1 1 1 1568 1 3555 1
34 58 6 6 1 1 1 1 1426 0 3826 1
34 59 5 4 2 2 1 2 4422 0 6397 1
34 60 6 3 2 2 1 2 1560 1 4938 1
34 61 5 1 2 1 1 2 2104 1 2464 1
34 62 6 5 2 1 1 2 2224 1 4168 1
34 63 6 1 2 1 1 2 2934 0 7394 1
34 64 5 4 2 1 1 2 1265 1 3928 1
34 65 3 3 1 2 1 1 1832 0 2480 1
34 66 6 2 1 2 1 1 2977 1 2708 1
34 67 6 3 2 1 1 2 2978 1 4266 1
34 68 4 3 2 1 1 2 1479 1 2276 1
34 69 4 4 2 1 1 2 5528 1 4299 1
34 70 1 1 1 2 1 1 1162 1 945 1
34 71 6 2 2 2 1 2 8073 0 2554 1
34 72 6 4 2 1 1 2 7454 1 14985 1
34 73 6 3 1 1 1 1 1762 1 2374 1
34 74 5 1 1 2 1 1 1680 1 2281 1
34 75 6 4 1 1 1 1 1805 1 5032 1
34 76 5 5 1 2 1 1 1310 1 5987 1
34 77 3 2 2 1 1 2 1632 1 1563 1
34 78 1 1 2 1 1 2 1354 1 983 1
34 79 6 1 2 2 1 2 5250 0 7233 1
34 80 4 1 1 2 1 1 2725 1 3431 1
34 81 3 1 1 2 1 1 1069 1 1509 1
34 82 4 3 2 2 1 2 1327 1 2688 1
34 83 4 4 1 2 1 1 2272 1 5611 1
34 84 5 2 1 1 1 1 3006 1 3204 1
34 85 2 1 2 1 1 2 1665 1 1516 1
34 86 4 1 2 1 1 2 2131 1 3059 1
34 87 5 3 2 1 1 2 1500 1 1989 1
34 88 4 2 1 1 1 1 1338 1 2496 1
SUBJECT(1:33); TRIAL(1:89); SETSIZE(0:1000); SERPOS(0:1000); TRTYPE(0:1000); REP(0:1000); ANSAC(0:2); ANSSE(0:1000); ANSRT(0:32767); RECALLAC(0:2); RECALLRT(0:32767); HAND(0:1000)
3 1 3 2 1 2 1 1 1282 1 3201 1
3 2 1 1 2 1 1 2 4273 1 3945 1
3 3 5 4 1 2 1 1 1235 1 3705 1
3 4 4 3 2 1 1 2 1443 1 3806 1
3 5 6 1 1 1 1 1 1213 1 5471 1
3 6 3 1 1 1 1 1 1245 1 3194 1
3 7 4 4 1 1 1 1 1070 1 2974 1
3 8 6 2 1 1 1 1 1114 1 4995 1
3 9 4 1 2 2 1 2 1501 1 3850 1
3 10 6 4 1 2 1 1 1022 1 3931 1
3 11 6 4 2 1 1 2 1345 0 5234 1
3 12 6 2 1 2 1 1 1015 1 5499 1
3 13 4 3 1 2 1 1 1078 1 2479 1
3 14 3 1 1 2 1 1 1469 1 4221 1
3 15 3 3 1 1 1 1 1082 1 2074 1
3 16 4 1 1 2 1 1 1346 1 2418 1
3 17 5 2 2 1 1 2 1507 1 5409 1
3 18 6 5 2 2 1 2 1329 1 3449 1
3 19 3 2 1 1 1 1 1046 1 3053 1
3 20 6 6 2 2 1 2 1439 0 3509 1
3 21 5 3 1 2 1 1 1649 1 3905 1
3 22 3 3 1 2 1 1 913 1 1801 1
3 23 6 3 2 2 1 2 1256 1 4652 1
3 24 6 5 2 1 1 2 2809 0 6013 1
3 25 4 3 2 2 1 2 1122 1 2271 1
3 26 3 2 2 1 1 2 5038 0 3799 1
3 27 1 1 2 2 1 2 2935 1 1741 1
3 28 5 3 2 1 1 2 1466 1 3064 1
3 29 5 3 2 2 1 2 1743 0 4190 1
3 30 5 2 2 2 1 2 1134 1 3592 1
3 31 5 1 2 2 1 2 1043 1 2727 1
3 32 5 4 1 1 1 1 1889 1 2731 1
3 33 6 2 2 1 1 2 1588 1 3920 1
3 34 3 1 2 2 1 2 4906 1 2720 1
3 35 4 2 2 1 1 2 1299 1 2864 1
3 36 5 5 1 1 1 1 1476 1 3459 1
3 37 4 3 2 1 1 2 1312 1 1903 1
3 38 4 4 2 1 1 2 1595 1 3627 1
3 39 6 3 1 1 1 1 1777 1 4154 1
3 40 5 2 1 2 1 1 1331 1 3789 1
3 41 6 4 2 2 1 2 2241 1 3952 1
3 42 4 2 2 2 1 2 1213 1 3017 1
3 43 4 2 1 2 1 1 1631 1 3633 1
3 44 4 1 2 1 1 2 1583 1 2873 1
3 45 6 6 2 1 1 2 1296 1 3493 1
3 46 2 2 1 2 1 1 1285 1 1123 1
3 47 6 4 1 1 1 1 1201 1 3817 1
3 48 5 4 2 1 1 2 1591 0 3109 1
3 49 2 2 2 1 1 2 1259 1 1360 1
3 50 3 3 2 2 1 2 1099 1 1783 1
3 51 5 5 2 2 1 2 1137 1 2989 1
3 52 6 5 1 1 1 1 1340 1 4868 1
3 53 5 1 2 1 1 2 1378 1 3815 1
3 54 4 3 1 1 1 1 1254 1 2922 1
3 55 6 1 1 2 1 1 1956 1 4466 1
3 56 2 1 1 2 1 1 1267 1 1508 1
3 57 5 4 1 2 1 1 1004 1 3261 1
3 58 2 2 1 1 1 1 1122 1 1835 1
3 59 6 1 2 1 1 2 2058 1 4983 1
3 60 4 4 1 2 1 1 1732 1 2495 1
3 61 6 2 2 2 1 2 1533 1 3454 1
3 62 6 1 2 2 1 2 1963 1 4766 1
3 63 2 1 2 2 0 1 229 1 2983 1
3 64 6 6 1 2 1 1 1489 1 3438 1
3 65 3 1 2 1 1 2 1806 1 2217 1
3 66 1 1 2 1 1 2 3451 1 696 1
3 67 4 1 1 1 1 1 1401 1 1600 1
3 68 3 2 2 2 1 2 1386 1 2395 1
3 69 3 3 2 1 1 2 1284 1 2347 1
3 70 5 2 1 1 1 1 2264 1 2783 1
3 71 5 5 2 1 1 2 1940 1 3383 1
3 72 6 5 1 2 1 1 1300 0 7238 1
3 73 2 1 2 1 1 2 1307 1 1224 1
3 74 6 3 2 1 1 2 1297 1 3526 1
3 75 5 4 2 2 1 2 1241 1 3898 1
3 76 2 1 1 1 1 1 1454 1 1167 1
3 77 4 4 2 2 1 2 1817 1 2697 1
3 78 4 2 1 1 1 1 1261 1 3997 1
3 79 1 1 1 2 1 1 1107 1 892 1
3 80 6 6 1 1 1 1 1497 0 8008 1
3 81 5 1 1 1 1 1 2780 0 5733 1
3 82 5 3 1 1 0 2 2313 1 5376 1
3 83 3 2 1 2 1 1 1516 1 1702 1
3 84 1 1 1 1 1 1 1052 1 754 1
3 85 5 1 1 2 1 1 1048 1 3687 1
3 86 5 5 1 2 1 1 1094 1 3913 1
3 87 2 2 2 2 1 2 2022 1 1789 1
3 88 6 3 1 2 1 1 1402 1 3542 1
22 1 3 2 1 2 1 1 2579 1 2732 1
22 2 1 1 2 1 1 2 1193 1 1034 1
22 3 5 4 1 2 1 1 1472 1 3117 1
22 4 4 3 2 1 1 2 1451 1 2311 1
22 5 5 1 2 2 1 2 1146 1 3171 1
22 6 2 1 1 2 1 1 1175 1 2789 1
22 7 5 4 2 2 1 2 1654 1 2679 1
22 8 4 2 1 1 1 1 1120 1 2998 1
22 9 2 2 1 2 1 1 1311 1 2179 1
22 10 6 2 2 2 1 2 1254 1 3493 1
22 11 2 1 2 2 1 2 1074 1 1735 1
22 12 6 6 2 1 1 2 1251 1 7166 1
22 13 3 3 1 1 1 1 1242 1 2545 1
22 14 6 4 2 1 1 2 1637 1 4486 1
22 15 6 1 2 1 1 2 1157 1 4935 1
22 16 3 3 1 2 1 1 1023 1 5898 1
22 17 3 2 1 2 1 1 1146 1 2135 1
22 18 6 2 2 1 1 2 1582 1 4854 1
22 19 4 3 2 1 1 2 1356 1 2829 1
22 20 5 2 2 2 1 2 1754 1 3629 1
22 21 4 2 2 2 1 2 1166 1 2778 1
22 22 5 3 2 1 1 2 1146 1 3763 1
22 23 6 5 1 2 1 1 1309 1 4862 1
22 24 5 4 2 1 1 2 1283 1 5192 1
22 25 1 1 2 1 1 2 1202 1 664 1
22 26 4 2 2 1 1 2 1587 1 3494 1
22 27 6 5 2 1 1 2 1493 1 4283 1
22 28 5 2 1 1 1 1 1427 1 3100 1
22 29 4 1 2 2 1 2 2999 1 2874 1
22 30 5 3 1 1 1 1 1398 1 5689 1
22 31 1 1 1 2 1 1 1102 1 939 1
22 32 4 3 1 2 1 1 1169 1 3300 1
22 33 6 6 2 2 1 2 1628 1 3812 1
22 34 5 1 1 1 1 1 4219 1 3543 1
22 35 6 5 2 2 1 2 1158 1 3342 1
22 36 6 6 1 1 1 1 1633 0 6491 1
22 37 6 2 1 2 1 1 1776 1 3487 1
22 38 6 4 1 2 1 1 1208 1 4294 1
22 39 3 2 2 1 1 2 1201 1 1985 1
22 40 4 4 2 1 1 2 1402 1 2778 1
22 41 5 2 2 1 1 2 1981 1 2886 1
22 42 5 5 1 2 1 1 1145 1 2902 1
22 43 5 5 1 1 1 1 1109 1 4003 1
22 44 4 1 2 1 1 2 1639 1 2518 1
22 45 3 1 2 1 1 2 1475 1 2697 1
22 46 6 4 1 1 1 1 1523 1 3094 1
22 47 4 4 2 2 1 2 1212 1 3299 1
22 48 6 3 2 1 1 2 1344 1 3951 1
22 49 4 4 1 2 1 1 995 1 1937 1
22 50 5 5 2 1 1 2 1617 1 3200 1
22 51 4 2 1 2 1 1 1127 1 2161 1
22 52 5 1 2 1 1 2 1569 1 3336 1
22 53 3 1 1 2 1 1 1186 1 1657 1
22 54 3 3 2 1 1 2 1809 1 2882 1
22 55 2 2 2 1 1 2 1120 1 1249 1
22 56 2 2 1 1 1 1 1142 1 1076 1
22 57 6 6 1 2 1 1 1208 1 4662 1
22 58 6 2 1 1 1 1 1720 1 4850 1
22 59 2 1 1 1 1 1 1035 1 1270 1
22 60 6 3 1 2 1 1 1346 1 5740 1
22 61 5 5 2 2 1 2 1194 1 2830 1
22 62 5 3 2 2 1 2 1561 1 3822 1
22 63 4 3 2 2 1 2 1120 1 1746 1
22 64 5 2 1 2 1 1 1562 1 3531 1
22 65 5 4 1 1 1 1 1654 1 3485 1
22 66 6 5 1 1 1 1 1074 1 3812 1
22 67 1 1 1 1 1 1 2563 1 987 1
22 68 3 2 1 1 1 1 1094 1 1698 1
22 69 3 2 2 2 1 2 1578 1 1462 1
22 70 5 3 1 2 1 1 1371 1 2601 1
22 71 6 4 2 2 1 2 2002 1 4243 1
22 72 4 4 1 1 1 1 1032 1 2165 1
22 73 1 1 2 2 1 2 1391 1 1126 1
22 74 6 1 1 2 0 2 1912 1 4090 1
22 75 6 1 2 2 1 2 1220 1 4657 1
22 76 6 3 2 2 1 2 2337 1 3680 1
22 77 3 1 1 1 1 1 1198 1 1923 1
22 78 3 3 2 2 1 2 1518 1 2516 1
22 79 2 1 2 1 1 2 1443 1 1687 1
22 80 3 1 2 2 1 2 1236 1 1838 1
22 81 4 1 1 2 1 1 1256 1 2535 1
22 82 4 3 1 1 1 1 1727 1 2113 1
22 83 4 1 1 1 1 1 1541 0 3821 1
22 84 6 1 1 1 1 1 1211 1 3492 1
22 85 5 1 1 2 1 1 1426 1 5640 1
22 86 2 2 2 2 1 2 1593 1 1880 1
22 87 5 4 1 2 1 1 1284 1 3290 1
22 88 6 3 1 1 1 1 1168 1 4149 1
14 1 3 2 1 2 1 1 1811 1 2346 2
14 2 1 1 2 1 1 2 690 1 1987 2
14 3 5 4 1 2 1 1 770 1 3304 2
14 4 4 3 2 1 1 2 750 1 2743 2
14 5 6 5 1 2 1 1 922 1 4474 2
14 6 4 4 2 1 1 2 1080 1 2696 2
14 7 4 2 2 2 1 2 728 1 2797 2
