SUBJECT(1:35); TRIAL(1:89); SETSIZE(0:1000); SERPOS(0:1000); TRTYPE(0:1000); REP(0:1000); ANSAC(0:2); ANSSE(0:1000); ANSRT(0:32767); RECALLAC(0:2); RECALLRT(0:32767); HAND(0:1000)
29 83 4 4 2 2 1 2 702 1 2909 1
29 84 3 3 2 1 1 2 769 1 10209 1
29 85 6 4 1 2 1 1 676 1 2452 1
29 86 1 1 1 1 1 1 656 1 857 1
29 87 4 4 2 1 1 2 1607 1 2102 1
29 88 5 3 2 2 1 2 639 1 3109 1
19 1 3 2 1 2 1 1 1492 1 7741 1
19 2 1 1 2 1 1 2 2467 1 2847 1
19 3 5 4 1 2 0 2 3135 1 4729 1
19 4 4 3 2 1 1 2 1834 1 5268 1
19 5 5 2 1 1 0 2 1828 1 4101 1
19 6 6 3 1 1 1 1 1590 1 4412 1
19 7 5 5 2 1 1 2 1095 0 8787 1
19 8 4 3 2 2 1 2 1231 1 5672 1
19 9 4 2 1 2 1 1 1298 1 3129 1
19 10 3 3 2 1 1 2 1134 1 3631 1
19 11 5 4 1 2 1 1 1505 1 4273 1
19 12 6 2 2 2 1 2 1405 1 5044 1
19 13 3 1 1 1 1 1 1368 1 2232 1
19 14 6 4 1 2 1 1 1589 1 5042 1
19 15 5 4 2 2 1 2 1604 1 3363 1
19 16 6 2 2 1 1 2 1218 1 5415 1
19 17 5 5 1 2 1 1 1405 1 4407 1
19 18 5 2 2 2 1 2 1398 1 3403 1
19 19 4 1 2 1 1 2 1658 1 3674 1
19 20 4 2 2 1 1 2 1342 1 2577 1
19 21 6 6 2 2 1 2 1216 1 4879 1
19 22 1 1 1 1 1 1 1564 1 1496 1
19 23 6 1 1 1 1 1 1625 1 5088 1
19 24 6 4 2 2 1 2 1862 1 6553 1
19 25 2 1 1 2 1 1 1191 1 2042 1
19 26 3 2 2 2 1 2 1041 1 3034 1
19 27 5 4 1 1 1 1 1330 1 3200 1
19 28 2 2 1 1 1 1 1369 1 1773 1
19 29 6 3 2 2 1 2 1486 1 4270 1
19 30 5 2 1 2 1 1 2554 1 3358 1
19 31 6 3 2 1 1 2 1449 1 5052 1
19 32 3 2 1 2 1 1 1575 1 2163 1
19 33 1 1 1 2 1 1 1242 1 764 1
19 34 2 2 2 2 1 2 1049 1 1499 1
19 35 5 1 1 2 1 1 3519 0 6035 1
19 36 2 1 2 2 1 2 1232 1 1904 1
19 37 5 5 2 2 1 2 1555 1 4673 1
19 38 5 3 1 2 1 1 1320 0 3084 1
19 39 6 2 1 2 1 1 1080 1 3416 1
19 40 4 2 1 1 1 1 1111 1 4092 1
19 41 6 1 2 1 1 2 1486 1 4043 1
19 42 3 3 1 2 1 1 1129 1 2084 1
19 43 6 5 2 1 1 2 1175 1 5225 1
19 44 3 1 2 1 1 2 1301 1 2696 1
19 45 3 3 2 2 1 2 1850 1 3410 1
19 46 2 2 1 2 1 1 1004 1 1678 1
19 47 1 1 2 2 1 2 1144 1 1173 1
19 48 6 5 1 2 0 2 1404 1 5046 1
19 49 5 1 2 2 1 2 1366 1 4186 1
19 50 6 4 1 1 1 1 1451 1 4323 1
19 51 1 1 2 1 1 2 1286 0 1127 1
19 52 3 3 1 1 1 1 1712 1 2809 1
19 53 3 2 1 1 1 1 1619 0 2407 1
19 54 6 6 1 1 1 1 1178 0 5408 1
19 55 4 4 2 1 1 2 2154 1 3400 1
19 56 6 5 2 2 1 2 1362 1 4141 1
19 57 5 3 2 1 1 2 1875 1 3364 1
19 58 4 1 1 1 1 1 2014 1 3176 1
19 59 4 1 2 2 1 2 1389 1 3133 1
19 60 4 3 2 1 1 2 1562 1 3138 1
19 61 2 1 1 1 1 1 1321 1 1454 1
19 62 5 4 2 1 1 2 1869 1 3539 1
19 63 3 1 1 2 1 1 1450 1 2117 1
19 64 6 3 1 2 0 2 1543 1 6174 1
19 65 3 2 2 1 1 2 1498 1 1674 1
19 66 5 3 2 2 1 2 1625 1 3333 1
19 67 4 4 1 2 1 1 1159 1 2725 1
19 68 6 1 2 2 1 2 1761 1 3866 1
19 69 5 1 1 1 1 1 1863 1 2971 1
19 70 6 6 1 2 1 1 1198 0 2650 1
19 71 6 2 1 1 1 1 1221 1 2282 1
19 72 3 1 2 2 1 2 1132 1 1409 1
19 73 4 3 1 2 1 1 1851 1 4435 1
19 74 4 2 2 2 1 2 1162 1 2408 1
19 75 4 4 1 1 1 1 1217 1 3225 1
19 76 4 4 2 2 1 2 1294 1 2185 1
19 77 6 4 2 1 1 2 1491 1 3502 1
19 78 2 1 2 1 1 2 1507 1 1318 1
19 79 5 5 1 1 1 1 1513 1 3198 1
19 80 2 2 2 1 1 2 1050 1 1680 1
19 81 5 2 2 1 1 2 1102 1 3314 1
19 82 4 3 1 1 1 1 1062 1 2636 1
19 83 6 5 1 1 1 1 1033 1 3821 1
19 84 5 1 2 1 1 2 1053 1 3458 1
19 85 6 6 2 1 1 2 1759 1 3695 1
19 86 5 3 1 1 1 1 1684 1 3450 1
19 87 6 1 1 2 1 1 1808 1 4415 1
19 88 4 1 1 2 1 1 886 1 2812 1
35 1 3 2 1 2 1 1 1173 1 2767 1
35 2 1 1 2 1 1 2 1340 1 722 1
35 3 5 4 1 2 1 1 981 1 2842 1
35 4 4 3 2 1 1 2 1297 0 3488 1
35 5 6 2 2 1 1 2 1674 1 3910 1
35 6 6 4 2 1 1 2 1168 1 5673 1
35 7 6 1 2 2 1 2 1308 1 4910 1
35 8 2 2 1 1 1 1 955 1 1535 1
35 9 3 2 1 1 1 1 1153 1 2658 1
35 10 6 3 1 2 1 1 856 1 6817 1
35 11 5 4 2 1 1 2 1188 1 2394 1
35 12 4 4 2 1 0 1 1843 0 2600 1
35 13 1 1 2 1 1 2 822 1 842 1
35 14 6 6 1 2 1 1 943 1 4497 1
35 15 6 5 1 1 1 1 1537 1 5279 1
35 16 6 5 1 2 1 1 1305 1 5300 1
35 17 5 3 2 1 1 2 917 1 2410 1
35 18 2 1 1 1 0 2 827 0 1999 1
35 19 4 4 1 2 1 1 1704 1 3089 1
35 20 6 4 1 2 1 1 1181 0 2793 1
35 21 5 4 2 2 1 2 1507 0 3372 1
35 22 4 1 2 1 1 2 1343 1 3765 1
35 23 3 1 1 2 1 1 947 1 1601 1
35 24 3 1 2 1 1 2 893 1 1547 1
35 25 4 1 1 1 1 1 938 1 2278 1
35 26 1 1 1 2 1 1 843 1 854 1
35 27 4 3 2 2 0 1 1028 1 4047 1
35 28 5 4 1 2 1 1 1060 0 8575 1
35 29 6 3 1 1 1 1 1432 1 2776 1
35 30 5 3 1 2 1 1 870 1 2858 1
35 31 6 3 2 2 1 2 1093 1 3242 1
35 32 4 3 1 2 1 1 909 1 2660 1
35 33 4 2 1 2 1 1 838 1 3065 1
35 34 5 2 1 2 1 1 1059 1 2954 1
35 35 5 2 2 1 1 2 1100 1 2724 1
35 36 3 2 1 2 1 1 898 1 2880 1
35 37 6 4 1 1 1 1 1091 0 3819 1
35 38 6 5 2 2 1 2 1091 1 4056 1
35 39 5 1 1 2 1 1 1445 1 3287 1
35 40 6 6 2 1 1 2 945 0 3257 1
35 41 5 5 1 1 1 1 876 1 2731 1
35 42 4 4 1 1 1 1 892 1 1777 1
35 43 1 1 2 2 1 2 698 1 594 1
35 44 6 2 1 1 1 1 768 1 3075 1
35 45 6 3 2 1 1 2 982 0 2860 1
35 46 2 2 2 2 1 2 961 1 1179 1
35 47 3 1 1 1 1 1 907 1 1640 1
35 48 3 3 2 2 1 2 944 1 1929 1
35 49 1 1 1 1 1 1 839 1 956 1
35 50 5 3 2 2 1 2 960 1 3997 1
35 51 5 2 1 1 1 1 963 1 3919 1
35 52 6 6 1 1 1 1 1315 0 3680 1
35 53 5 1 2 2 1 2 1093 1 3189 1
35 54 2 1 2 1 1 2 914 1 1220 1
35 55 2 1 2 2 1 2 1002 1 1403 1
35 56 4 4 2 2 1 2 979 1 3227 1
35 57 3 3 2 1 1 2 1033 1 4244 1
35 58 4 1 2 2 1 2 927 1 3308 1
35 59 2 2 1 2 1 1 875 1 1688 1
35 60 5 3 1 1 1 1 956 1 2859 1
35 61 5 1 2 1 1 2 913 1 3405 1
35 62 5 5 2 2 1 2 1101 1 3677 1
35 63 2 1 1 2 1 1 555 1 1595 1
35 64 4 3 2 1 1 2 653 1 3410 1
35 65 6 5 2 1 1 2 905 1 3911 1
35 66 5 5 1 2 1 1 1101 0 3061 1
35 67 4 2 2 1 1 2 841 1 2413 1
35 68 6 2 2 2 1 2 1918 1 6923 1
35 69 5 2 2 2 1 2 651 1 3151 1
35 70 6 6 2 2 1 2 635 0 3592 1
35 71 2 2 2 1 1 2 545 1 2083 1
35 72 5 4 1 1 1 1 1048 1 4183 1
35 73 6 1 1 1 1 1 1547 1 4455 1
35 74 5 1 1 1 1 1 592 0 3684 1
35 75 5 5 2 1 1 2 920 1 3636 1
35 76 3 1 2 2 1 2 759 1 2175 1
35 77 4 2 2 2 1 2 844 1 2876 1
35 78 3 2 2 1 1 2 589 1 3970 1
35 79 3 3 1 2 1 1 623 1 2772 1
35 80 3 3 1 1 1 1 628 1 2285 1
35 81 6 2 1 2 1 1 669 1 3496 1
35 82 3 2 2 2 1 2 947 1 2406 1
35 83 6 1 1 2 1 1 770 1 3922 1
35 84 6 4 2 2 1 2 864 1 4248 1
35 85 4 1 1 2 1 1 556 1 2583 1
35 86 4 2 1 1 1 1 707 1 3015 1
35 87 6 1 2 1 1 2 536 1 2826 1
35 88 4 3 1 1 1 1 517 1 2553 1
SUBJECT(1:34); TRIAL(1:89); SETSIZE(0:1000); SERPOS(0:1000); TRTYPE(0:1000); REP(0:1000); ANSAC(0:2); ANSSE(0:1000); ANSRT(0:32767); RECALLAC(0:2); RECALLRT(0:32767); HAND(0:1000)
1 1 3 2 1 2 1 1 1587 1 6191 1
1 2 1 1 2 1 1 2 1721 1 4237 1
1 3 5 4 1 2 1 1 1588 1 5041 1
1 4 4 3 2 1 1 2 3029 1 5557 1
1 5 5 4 2 2 1 2 1547 1 6018 1
1 6 5 5 1 1 1 1 1344 1 4007 1
1 7 5 4 1 1 1 1 1353 1 4580 1
1 8 5 1 1 1 1 1 1310 1 4485 1
1 9 6 3 2 1 1 2 2224 0 4848 1
1 10 5 4 1 2 1 1 1285 1 4167 1
1 11 2 2 2 1 1 2 1279 1 1841 1
1 12 2 2 1 2 1 1 1263 1 1933 1
1 13 2 2 2 2 1 2 1081 1 1936 1
1 14 4 1 1 1 1 1 999 1 2965 1
1 15 3 2 2 2 1 2 975 1 2495 1
1 16 6 1 1 1 1 1 2273 0 3734 1
1 17 6 1 2 2 1 2 906 0 4151 1
1 18 5 2 1 1 1 1 1257 1 4394 1
1 19 4 3 1 1 1 1 1087 1 3156 1
1 20 6 2 2 2 1 2 907 1 4453 1
1 21 4 2 1 1 1 1 1041 1 3434 1
1 22 6 3 1 2 1 1 1141 1 4493 1
1 23 3 1 1 1 1 1 884 1 1598 1
1 24 6 3 1 1 1 1 814 0 3254 1
1 25 4 1 2 1 1 2 1026 1 2886 1
1 26 5 1 2 1 1 2 968 1 4599 1
1 27 2 1 1 1 1 1 853 1 2013 1
1 28 1 1 2 1 1 2 792 1 1411 1
1 29 6 1 2 1 1 2 908 0 2803 1
1 30 5 5 2 1 1 2 783 1 3803 1
1 31 2 1 2 2 1 2 1931 1 2353 1
1 32 5 1 1 2 0 2 1440 0 4094 1
1 33 6 4 2 1 1 2 908 1 5096 1
1 34 4 3 1 2 1 1 715 1 3671 1
1 35 6 2 2 1 1 2 990 1 4668 1
1 36 6 6 1 1 1 1 1800 0 6098 1
1 37 3 1 2 1 1 2 834 1 2357 1
1 38 4 4 2 2 1 2 859 1 2919 1
1 39 5 1 2 2 1 2 880 1 5357 1
1 40 6 5 1 1 1 1 1188 0 4914 1
1 41 4 4 1 2 1 1 574 1 2451 1
1 42 6 6 2 1 1 2 1611 0 2404 1
1 43 6 5 2 2 1 2 810 0 5521 1
1 44 5 5 1 2 1 1 1319 0 4715 1
1 45 3 2 2 1 1 2 923 1 2218 1
1 46 2 1 1 2 1 1 1140 1 1936 1
1 47 5 4 2 1 1 2 2004 1 3551 1
1 48 4 2 2 1 1 2 945 1 3820 1
1 49 3 2 1 1 1 1 1131 1 3676 1
1 50 4 4 2 1 1 2 665 1 3114 1
1 51 5 2 2 1 1 2 924 1 3098 1
1 52 2 2 1 1 1 1 1373 0 1786 1
1 53 4 3 2 1 1 2 1467 1 3175 1
1 54 6 1 1 2 1 1 1069 0 2969 1
1 55 4 2 1 2 1 1 685 1 2822 1
1 56 5 3 2 2 1 2 783 1 4490 1
1 57 5 3 1 2 1 1 742 1 3627 1
1 58 4 3 2 2 1 2 862 1 2407 1
1 59 1 1 2 2 1 2 509 1 1223 1
1 60 6 2 1 1 1 1 671 1 3556 1
1 61 4 2 2 2 1 2 569 1 2789 1
1 62 5 3 1 1 1 1 791 1 3069 1
1 63 3 2 1 2 1 1 509 1 1473 1
1 64 5 3 2 1 1 2 722 1 3331 1
1 65 6 4 1 2 1 1 547 1 5100 1
1 66 5 2 1 2 1 1 923 1 4059 1
1 67 1 1 1 2 1 1 358 1 1734 1
1 68 3 1 1 2 1 1 602 1 3199 1
1 69 6 5 1 2 1 1 378 1 4488 1
1 70 3 1 2 2 1 2 1065 1 2360 1
1 71 6 3 2 2 1 2 616 1 4666 1
1 72 3 3 1 1 1 1 555 1 2114 1
1 73 5 2 2 2 1 2 873 1 8766 1
1 74 3 3 2 1 1 2 790 1 2221 1
1 75 2 1 2 1 1 2 770 1 2111 1
1 76 6 5 2 1 1 2 533 1 3879 1
1 77 3 3 2 2 1 2 883 1 3492 1
1 78 6 4 2 2 1 2 812 0 4677 1
1 79 6 6 2 2 1 2 994 0 4812 1
1 80 3 3 1 2 1 1 969 1 1833 1
1 81 6 4 1 1 1 1 480 0 3092 1
1 82 1 1 1 1 1 1 642 0 1359 1
1 83 4 4 1 1 1 1 1278 1 4804 1
1 84 5 5 2 2 1 2 827 1 6026 1
1 85 4 1 2 2 1 2 671 1 4837 1
1 86 4 1 1 2 0 2 528 1 2872 1
1 87 6 6 1 2 1 1 717 0 3944 1
1 88 6 2 1 2 1 1 671 0 3770 1
21 1 3 2 1 2 1 1 591 1 2523 1
21 2 1 1 2 1 1 2 772 1 1405 1
21 3 5 4 1 2 1 1 640 0 4830 1
21 4 4 3 2 1 1 2 673 1 2459 1
21 5 2 2 1 1 1 1 770 1 3394 1
21 6 5 2 1 2 1 1 498 1 4129 1
21 7 4 4 1 2 1 1 859 1 4203 1
21 8 5 5 2 1 1 2 736 1 9888 1
21 9 2 1 2 2 1 2 1004 1 1808 1
21 10 1 1 2 2 1 2 691 1 1175 1
21 11 5 1 1 2 1 1 785 1 3395 1
21 12 6 1 1 1 1 1 815 1 3348 1
21 13 6 6 1 2 1 1 695 0 4438 1
21 14 5 4 2 2 1 2 928 1 4069 1
21 15 6 5 2 1 1 2 715 0 6700 1
21 16 6 3 1 1 1 1 1239 0 5097 1
21 17 6 1 2 2 1 2 757 0 5819 1
21 18 1 1 2 1 1 2 767 1 1273 1
21 19 4 3 1 2 1 1 1158 1 4715 1
21 20 3 1 1 1 1 1 653 1 1986 1
21 21 6 3 2 2 1 2 670 1 3862 1
21 22 3 2 2 2 1 2 975 1 5368 1
21 23 6 1 1 2 1 1 711 1 4682 1
21 24 4 4 2 1 1 2 1007 1 4023 1
21 25 4 4 2 2 1 2 719 1 2734 1
21 26 3 1 2 1 1 2 551 1 1607 1
21 27 5 3 2 2 1 2 504 1 3677 1
21 28 5 5 1 2 1 1 751 0 4084 1
21 29 5 1 2 1 1 2 598 0 3691 1
21 30 4 1 1 2 1 1 945 1 1926 1
21 31 3 3 2 1 1 2 599 1 1643 1
21 32 6 2 2 1 1 2 721 1 3941 1
21 33 4 3 2 2 1 2 759 1 3455 1
21 34 3 1 2 2 1 2 505 1 2103 1
21 35 1 1 1 1 1 1 1494 1 3328 1
21 36 4 3 2 1 1 2 718 1 2310 1
21 37 5 4 1 2 1 1 953 1 3705 1
21 38 4 2 2 1 1 2 805 1 3373 1
21 39 5 2 2 2 1 2 1154 1 2605 1
21 40 2 2 1 2 1 1 860 1 877 1
21 41 6 5 1 1 1 1 759 0 4901 1
21 42 6 1 2 1 1 2 1419 0 4732 1
21 43 6 4 2 2 1 2 625 0 4956 1
21 44 5 5 2 2 1 2 3049 0 3690 1
21 45 5 2 2 1 1 2 498 1 3073 1
21 46 6 2 1 2 1 1 1704 0 3494 1
21 47 3 1 1 2 1 1 600 1 2256 1
21 48 5 1 1 1 1 1 789 1 3232 1
21 49 2 1 2 1 1 2 852 1 1322 1
21 50 3 2 1 2 1 1 1209 1 3323 1
21 51 2 2 2 1 1 2 619 1 1176 1
21 52 3 2 1 1 1 1 793 1 2559 1
21 53 3 2 2 1 1 2 686 1 3345 1
21 54 5 2 1 1 1 1 887 1 2548 1
21 55 6 2 1 1 1 1 588 1 3982 1
21 56 3 3 1 1 1 1 600 1 1933 1
21 57 6 6 2 1 0 1 694 0 3685 1
21 58 6 3 1 2 1 1 764 1 5047 1
21 59 6 4 1 2 1 1 714 1 5575 1
21 60 3 3 1 2 1 1 503 1 2214 1
21 61 2 1 1 2 1 1 525 1 1513 1
21 62 5 3 1 2 1 1 650 1 3281 1
21 63 3 3 2 2 1 2 595 1 1703 1
21 64 2 2 2 2 1 2 668 1 1230 1
21 65 4 3 1 1 1 1 722 1 2601 1
21 66 4 4 1 1 1 1 430 1 3062 1
21 67 4 1 2 2 1 2 770 1 4492 1
21 68 5 3 1 1 1 1 973 1 3911 1
21 69 4 1 2 1 1 2 528 1 3391 1
21 70 6 6 1 1 1 1 755 0 4784 1
21 71 5 1 2 2 1 2 501 1 2104 1
21 72 4 2 2 2 1 2 762 1 2197 1
21 73 5 4 2 1 1 2 606 1 2505 1
21 74 6 5 2 2 1 2 950 1 4315 1
21 75 2 1 1 1 1 1 436 1 1290 1
21 76 6 6 2 2 1 2 712 1 3607 1
21 77 1 1 1 2 1 1 410 1 1179 1
21 78 6 4 2 1 1 2 527 1 3320 1
21 79 5 5 1 1 1 1 792 1 3269 1
21 80 5 4 1 1 1 1 463 1 3491 1
21 81 6 2 2 2 1 2 772 0 4054 1
21 82 6 3 2 1 1 2 584 1 4005 1
21 83 6 5 1 2 1 1 1475 0 9008 1
21 84 5 3 2 1 1 2 745 1 3259 1
21 85 4 2 1 1 1 1 842 1 1861 1
21 86 6 4 1 1 1 1 532 0 4831 1
21 87 4 1 1 1 1 1 715 1 2498 1
21 88 4 2 1 2 1 1 832 1 2688 1
7 1 3 2 1 2 1 1 1912 0 8308 1
7 2 1 1 2 1 0 1 6023 0 3480 1
7 3 5 4 1 2 1 1 4424 0 6686 1
7 4 4 3 2 1 1 2 4328 0 1550 1
7 5 1 1 2 2 1 2 3192 1 2497 1
7 6 6 3 1 1 1 1 4202 1 7579 1
7 7 3 1 1 1 1 1 2063 1 3021 1
7 8 6 5 1 2 1 1 2134 0 3782 1
7 9 5 5 1 1 1 1 2439 0 4524 1
7 10 1 1 1 1 1 1 1301 1 1448 1
7 11 3 3 1 2 1 1 1915 1 2107 1
7 12 4 2 2 1 1 2 1616 1 2486 1
7 13 6 2 2 1 1 2 2366 1 4061 1
7 14 2 1 1 1 1 1 1430 1 1839 1
7 15 3 2 2 1 1 2 1122 1 2926 1
7 16 6 4 1 2 1 1 2460 0 4251 1
7 17 4 4 2 2 1 2 1421 1 2911 1
7 18 5 2 1 1 1 1 1378 1 3159 1
7 19 6 4 1 1 1 1 1190 1 3360 1
7 20 5 5 1 2 1 1 1211 1 2619 1
7 21 6 6 1 2 1 1 1610 0 8829 1
7 22 5 1 1 2 1 1 1542 1 2463 1
7 23 6 5 2 2 1 2 1610 1 6846 1
7 24 3 2 1 1 1 1 1028 1 1695 1
7 25 5 4 1 1 1 1 1158 1 2974 1
7 26 1 1 2 1 1 2 1077 1 1272 1
7 27 6 2 1 2 1 1 993 1 2747 1
7 28 5 3 2 1 1 2 842 1 3235 1
7 29 5 4 2 1 1 2 1252 1 3436 1
7 30 5 1 2 1 1 2 1028 1 3347 1
7 31 5 5 2 1 1 2 1351 1 4204 1
7 32 4 2 1 1 1 1 770 1 2732 1
7 33 6 1 1 1 1 1 1006 1 3027 1
7 34 5 2 2 1 1 2 925 0 4020 1
7 35 5 1 1 1 1 1 1873 1 3425 1
7 36 5 5 2 2 1 2 2154 1 3101 1
7 37 3 3 2 1 1 2 1526 1 1881 1
7 38 5 4 2 2 1 2 931 1 5161 1
7 39 6 5 2 1 1 2 2222 0 4301 1
7 40 4 3 1 2 1 1 3358 1 2301 1
7 41 3 1 2 1 1 2 2630 1 2405 1
7 42 4 1 1 2 1 1 2745 1 7341 1
7 43 4 3 2 1 1 2 1657 1 1864 1
7 44 6 5 1 1 0 2 861 1 3578 1
7 45 6 1 2 1 1 2 1096 1 3815 1
7 46 3 3 2 2 1 2 1595 1 1893 1
7 47 4 1 1 1 1 1 1477 1 3852 1
7 48 2 2 1 1 1 1 1241 1 1832 1
7 49 6 2 1 1 1 1 868 1 2707 1
7 50 5 2 1 2 1 1 1168 1 2747 1
7 51 2 2 1 2 1 1 1051 1 1968 1
7 52 6 2 2 2 1 2 1701 1 6821 1
7 53 3 1 1 2 1 1 1360 0 11913 1
7 54 4 3 1 1 1 1 1140 1 3862 1
7 55 6 1 1 2 1 1 1147 1 3923 1
7 56 2 2 2 2 1 2 794 1 1374 1
7 57 5 2 2 2 1 2 1210 1 3313 1
7 58 2 1 2 1 1 2 523 1 1452 1
7 59 6 3 2 1 1 2 1188 1 3447 1
7 60 3 3 1 1 1 1 1211 1 1804 1
7 61 3 2 2 2 1 2 885 1 1415 1
7 62 2 1 1 2 1 1 617 1 1227 1
7 63 4 2 2 2 1 2 1572 1 2529 1
7 64 4 4 1 1 1 1 3283 1 2268 1
7 65 6 3 2 2 1 2 863 1 4614 1
7 66 1 1 1 2 1 1 828 1 1173 1
7 67 4 4 2 1 1 2 1711 1 2451 1
7 68 6 3 1 2 1 1 1124 1 3311 1
7 69 6 4 2 1 1 2 1137 0 6702 1
7 70 4 1 2 2 1 2 1190 1 2208 1
7 71 3 1 2 2 1 2 511 1 1830 1
7 72 5 3 1 1 1 1 739 0 6308 1
7 73 6 6 1 1 1 1 993 1 4206 1
7 74 4 2 1 2 1 1 1238 1 2511 1
7 75 2 2 2 1 1 2 482 1 1141 1
7 76 6 6 2 1 1 2 623 1 2893 1
7 77 5 4 1 2 1 1 1214 1 4842 1
7 78 5 1 2 2 1 2 556 0 5467 1
7 79 6 1 2 2 1 2 1091 1 3827 1
7 80 6 6 2 2 1 2 811 1 3753 1
7 81 4 1 2 1 1 2 770 0 7451 1
7 82 2 1 2 2 1 2 627 1 1772 1
7 83 4 4 1 2 1 1 580 1 1977 1
7 84 5 3 2 2 1 2 689 1 3518 1
7 85 3 2 1 2 1 1 594 1 4955 1
7 86 4 3 2 2 1 2 765 1 3822 1
7 87 6 4 2 2 1 2 1279 1 3342 1
7 88 5 3 1 2 1 1 1934 1 3029 1
24 1 3 2 1 2 1 1 1583 0 1894 1
24 2 1 1 2 1 1 2 1357 1 1549 1
24 3 5 4 1 2 1 1 1875 0 3730 1
24 4 4 3 2 1 1 2 1682 1 3075 1
24 5 6 4 2 2 1 2 1611 1 6691 1
24 6 5 2 1 2 1 1 1592 0 4721 1
24 7 5 1 2 1 1 2 743 1 2316 1
24 8 2 2 2 1 1 2 952 1 1453 1
24 9 4 4 1 1 1 1 528 0 2390 1
24 10 5 2 2 2 1 2 1257 0 4292 1
24 11 6 3 1 2 1 1 1006 0 4484 1
24 12 5 4 1 2 1 1 1018 0 3282 1
24 13 1 1 2 2 1 2 697 1 1043 1
24 14 1 1 1 2 1 1 408 0 4283 1
24 15 5 4 1 1 1 1 982 0 2885 1
24 16 5 5 1 1 1 1 651 0 2317 1
24 17 4 3 1 1 1 1 2465 1 2088 1
24 18 6 1 2 1 1 2 905 1 3453 1
24 19 4 2 1 2 1 1 687 0 2480 1
24 20 4 1 2 1 1 2 583 1 2324 1
24 21 5 5 2 1 1 2 864 1 4019 1
24 22 4 3 2 2 1 2 1024 0 4157 1
24 23 5 3 2 1 1 2 791 1 3130 1
24 24 3 3 1 2 1 1 981 1 1697 1
24 25 4 3 2 1 1 2 620 1 1847 1
24 26 4 4 2 1 1 2 526 1 1948 1
24 27 6 6 1 1 1 1 694 0 3171 1
24 28 6 3 1 1 1 1 1526 0 3585 1
24 29 6 6 1 2 1 1 438 1 2470 1
24 30 4 1 1 1 1 1 770 1 2205 1
24 31 4 2 2 2 1 2 672 1 2315 1
24 32 4 1 2 2 1 2 2322 1 3252 1
24 33 3 2 2 1 1 2 559 1 1871 1
24 34 5 4 2 1 1 2 605 1 3949 1
24 35 5 3 1 2 1 1 931 0 3305 1
24 36 5 4 2 2 1 2 695 1 2609 1
24 37 3 1 2 2 1 2 782 1 1807 1
24 38 2 2 1 2 1 1 576 0 1337 1
24 39 1 1 1 1 1 1 525 1 1232 1
24 40 5 3 2 2 1 2 1027 1 2343 1
24 41 4 3 1 2 1 1 628 1 2405 1
24 42 5 2 1 1 1 1 652 1 3784 1
24 43 6 5 1 1 1 1 723 1 3287 1
24 44 6 1 1 1 1 1 853 0 8306 1
24 45 6 6 2 2 1 2 668 1 3349 1
24 46 2 2 2 2 1 2 766 1 2254 1
24 47 6 5 1 2 1 1 622 1 3409 1
24 48 4 4 2 2 1 2 578 1 2119 1
24 49 6 2 1 1 1 1 854 0 4758 1
24 50 5 1 1 1 1 1 1163 1 3348 1
24 51 2 1 1 1 1 1 345 1 1209 1
24 52 2 1 1 2 1 1 578 1 1343 1
24 53 3 2 1 1 1 1 604 1 2644 1
24 54 5 1 1 2 1 1 811 0 2653 1
24 55 6 5 2 2 1 2 840 1 2785 1
24 56 6 3 2 1 1 2 772 1 4862 1
24 57 5 1 2 2 1 2 1305 1 2404 1
24 58 6 3 2 2 1 2 1243 0 9523 1
24 59 4 2 2 1 1 2 816 1 1923 1
24 60 5 3 1 1 1 1 459 0 2690 1
24 61 2 2 1 1 1 1 863 1 2718 1
24 62 6 1 1 2 1 1 909 0 4538 1
24 63 5 5 2 2 1 2 977 0 6931 1
24 64 6 2 2 1 1 2 668 1 3130 1
24 65 3 3 2 2 1 2 695 1 1754 1
24 66 4 2 1 1 1 1 722 1 2414 1
24 67 3 2 1 2 1 1 615 1 1448 1
24 68 6 4 2 1 1 2 1046 1 2511 1
24 69 6 1 2 2 1 2 857 1 3243 1
24 70 3 3 2 1 1 2 453 1 1661 1
24 71 4 4 1 2 1 1 555 1 1808 1
24 72 3 2 2 2 1 2 928 1 1555 1
24 73 2 1 2 2 1 2 853 1 1375 1
24 74 3 1 2 1 1 2 606 1 1623 1
24 75 3 1 1 2 1 1 463 1 1403 1
24 76 6 6 2 1 1 2 581 1 3254 1
24 77 5 5 1 2 1 1 454 1 2264 1
24 78 6 4 1 2 1 1 577 1 4581 1
24 79 3 3 1 1 1 1 453 1 1555 1
24 80 6 4 1 1 1 1 578 1 2891 1
24 81 1 1 2 1 1 2 690 1 1036 1
24 82 6 5 2 1 1 2 533 1 2871 1
24 83 6 2 1 2 1 1 810 1 3300 1
24 84 2 1 2 1 1 2 770 1 1082 1
24 85 3 1 1 1 1 1 418 1 1278 1
24 86 6 2 2 2 1 2 606 1 2778 1
24 87 4 1 1 2 1 1 711 1 2089 1
24 88 5 2 2 1 1 2 695 1 2232 1
9 1 3 2 1 2 1 1 2958 1 18628 1
9 2 1 1 2 1 1 2 2725 1 3098 1
9 3 5 4 1 2 1 1 2537 1 5066 1
9 4 4 3 2 1 1 2 1571 1 3958 1
9 5 2 2 1 1 1 1 2043 1 3669 1
